Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
37006,-0.685970685,1.333671195,0.911154448,0.109329406,-0.348552414,-1.038909423,0.335071836,0.383959321,-0.481754983,-0.723231955,-0.457086903,-0.213527747,-0.367488101,-0.004235447,0.915406432,0.532588739,0.206040613,-0.029708462,-0.091495074,-0.020060691,-0.225262292,-0.746091657,0.059064841,0.312104185,-0.15204679,0.076359013,0.114825451,0.035158517,9.12,0
37007,-0.960430723,0.792950327,1.461061677,0.243384485,-0.439869125,0.473300458,-0.288656922,0.607946382,-2.225603547,0.571842204,0.815046713,0.251497175,0.233390387,0.63856313,0.820963677,-1.635161687,0.250144276,1.661287296,0.060877519,-0.471500936,-0.264345584,-0.477540658,-0.192469619,-0.353084644,0.116290832,-0.244473916,-0.108496214,-0.024803932,16.65,0
37007,-0.389351895,0.479485856,2.449355792,0.591289637,-0.518514083,0.251411509,0.068997182,0.151601277,0.532210185,-0.093143963,0.578734907,-0.078780253,-1.74546115,-0.205029669,-0.521049495,0.165972755,-0.505499041,0.757823495,0.237943004,-0.129111471,0.004515181,0.201246786,-0.17766126,0.288747545,-0.144473948,-0.502144084,-0.211209381,-0.197852538,9.99,0
37007,1.160111692,0.179875355,0.597929443,0.500021673,-0.306693017,-0.307143966,-0.092813507,0.048883042,-0.280737022,0.049348066,1.941069507,1.380429187,0.494409248,0.412872587,0.533335708,0.132257731,-0.339463418,-0.601673385,-0.266838551,-0.100105835,-0.161032922,-0.453797921,0.174951732,0.227653121,0.09810308,0.093112388,-0.014032802,0.008183289,1.78,0
37007,-0.608984868,0.692353907,2.484757832,0.483768638,-0.222195121,0.459908672,0.046818078,0.332024848,-0.0674474,-0.547406027,0.486496101,0.836665672,0.156924689,-0.319216164,-0.721061851,0.224479283,-0.59115945,0.697315768,0.419964583,-0.017920667,0.051025589,0.286123742,-0.269962573,0.017497542,0.048591205,-0.428344961,0.148701957,0.1077206,4.99,0
37008,-0.897102154,-0.063542369,1.297864708,-3.688741046,0.307198905,-0.313245187,0.945758033,-0.328219749,-0.602123,-0.784651562,0.247388965,0.75980285,1.160294917,-0.301758693,-0.293765677,-1.050097137,-1.425310292,2.010483513,-1.005681371,-0.44889759,-0.424363288,-0.656738758,-0.450536208,-0.876091208,0.788099263,-0.966927266,-0.216525374,-0.173678131,71.4,0
37008,-0.817379259,1.587287545,1.17235366,1.174414959,-0.20488618,-0.386129026,0.303962049,0.365479593,-0.882656213,-0.091435401,0.054804521,0.747007315,1.116435344,0.385451211,1.310951239,-0.680857206,0.386240902,-0.436995409,0.119702355,0.072618351,0.261476014,0.849650711,-0.096177866,0.437588295,-0.201412974,-0.205289632,0.177597639,0.154482968,1,0
37008,0.83519003,-0.103484611,0.282218012,1.209311118,-0.198004409,-0.265311383,0.369272978,0.003707945,-0.503343394,0.083970649,1.857514433,1.186017542,-0.043817339,0.729808923,0.421527241,0.034635744,-0.325267759,-0.694627327,-0.353259637,0.146407298,-0.283627208,-1.228304688,0.133930147,0.159099384,0.063002921,-0.856105832,-0.005561924,0.045100497,159.34,0
37008,-0.683672235,0.974090001,2.097957947,-0.032163577,0.028336257,-0.527159973,0.713459636,0.023110142,-0.702675814,-0.675287445,0.106453419,0.038240283,-0.127554224,0.247221397,1.14585264,-0.208338553,0.055487654,-0.877722361,-0.346671948,-0.035285372,-0.153324717,-0.503091534,-0.086985843,0.38584827,0.001399739,0.137183621,0.023501544,0.067405179,6.3,0
37009,-4.815826812,-10.12327355,-2.740859826,2.529795269,-3.535996368,1.605489946,3.446426554,-0.436057895,0.09289339,-1.575408193,1.584656872,1.036266608,-0.053498521,0.910032092,0.719471488,0.165473966,0.298743077,-0.162996798,-1.292300038,6.095970925,1.892144238,-1.388513497,-2.64939926,-0.066144961,-1.058550448,0.73003875,-0.61225296,0.525264642,3078.84,0
37009,1.165692927,-0.657475687,0.622760177,-0.173933359,-0.771496221,0.506721935,-0.847735465,0.327438859,1.110158891,-0.200175963,-0.218484833,0.0488867,-1.146280482,-0.04470064,-0.166845447,0.766864544,-0.67079656,0.658887946,0.955227428,-0.007130348,-0.130448435,-0.382576848,-0.121217924,-0.795812647,0.175052634,1.044930253,-0.05689542,-0.00049864,54.95,0
37009,-1.36793737,-0.199201141,2.030609925,-0.593725341,-0.600747741,1.080222358,0.57906306,0.256902466,-1.768798335,0.129186339,1.386566644,0.62547036,0.710369769,-0.073760184,0.332028363,-1.274048655,-0.302613675,1.19394413,-2.260167662,-0.461579544,-0.064979317,0.226967871,-0.00927766,-0.311675581,0.277603775,-0.341451754,0.036209991,0.084294291,209.1,0
37010,-1.241506504,-0.235543574,1.286581714,-2.444920061,-1.163755347,-0.164718677,-0.797096491,0.352093179,-2.167456875,0.808428094,-0.914184665,-0.872852984,1.016167538,-0.509904662,0.447842623,-0.139088066,0.408486881,0.076164143,-1.136937383,-0.577998517,0.135082481,0.645418408,-0.034144058,-0.272868681,-0.036354044,-0.188730962,-0.370856748,0.102411222,33,0
37011,-0.886450439,0.914182877,1.458145386,-0.390956407,-0.017802856,-0.522557774,0.651857217,-0.124934984,-0.059912721,-0.247541072,1.134281269,1.387714447,0.484388048,-0.336367677,-1.716075088,0.027601604,-0.545821598,-0.356120456,-0.309536434,-0.24208668,-0.029126125,-0.13330533,-0.043709195,0.580263492,-0.045275078,-0.011426706,-0.551425117,0.004902863,8.04,0
37011,1.146269148,-0.206294635,1.258138017,0.332462103,-0.782052434,0.559738244,-0.967052719,0.346677554,0.432347248,-0.005409383,1.314460603,1.143821426,0.821653763,-0.145514237,1.101204763,0.817335095,-0.802776392,0.475800498,-0.527559679,-0.049962821,0.27927828,0.905654696,-0.054787142,-0.226102876,0.151660748,0.608480342,0.030981229,0.014279359,1.12,0
37011,1.077620235,-0.310960147,1.004684843,0.820955621,-0.586703192,0.949199793,-0.968635799,0.488292452,0.667408539,0.083739125,0.475906675,0.085306877,-0.827469669,0.236403945,1.31995288,0.974553395,-0.988986282,1.071802278,-0.534729847,-0.107221322,0.281141181,0.756040642,-0.174008749,-0.867209197,0.332676805,-0.18781371,0.075373094,0.024125505,38.84,0
37011,1.447048696,-0.208870678,-0.174381298,-0.667000358,-0.53384438,-1.373125228,0.049833173,-0.473904884,-1.322241526,0.652972055,-0.037814385,-0.021807413,1.237932987,-0.107581333,0.300496607,0.67444226,0.343808691,-1.73809583,0.627288907,0.139578655,0.203992412,0.574875655,-0.17849468,0.471619975,0.830503071,-0.089285161,-0.021838189,0.004664263,15,0
37011,1.301286962,-0.405232511,0.164326547,-0.40624875,-0.870322379,-0.336697627,-0.811555789,0.027956897,-0.746298841,0.087753098,1.2113834,0.730391968,1.086973148,-1.885084739,-0.231171996,-0.584249367,0.851553762,2.262283945,-0.564457548,-0.33078824,-0.334229542,-0.339621615,-0.084338009,-0.036826496,0.266678269,1.143846831,-0.008560907,0.037252323,19.3,0
37012,1.342360197,-0.652771889,0.892329527,-0.829225049,-1.19184912,-0.183046583,-1.045608248,0.035254851,-0.814806697,0.739552766,1.283694649,0.574031203,1.472519678,-0.50624729,0.309337606,1.71799117,-0.383446194,-0.393461277,0.627916073,0.202877804,0.429084842,1.20128026,-0.176159323,0.086378628,0.479176186,-0.051199645,0.039669157,0.016156829,19,0
37012,-1.256055448,0.741676013,1.525499526,0.274972924,0.199408315,0.474735813,0.674604601,-0.065632432,0.598013552,-0.486518057,-2.070613091,0.176843928,0.295901171,-0.861286746,-1.525969513,-0.117101197,-0.512166729,-0.122309671,-0.051036255,-0.346420741,-0.072393524,0.049911895,-0.431739055,-0.551270716,0.354722578,-0.43922654,-0.361017363,0.165668865,69.9,0
37014,1.226260298,-0.304365542,0.868746839,0.832376147,-0.897370268,-0.090388393,-0.482516947,-0.03957984,-0.736759118,0.60116411,-0.351309726,1.070604196,1.419535873,-0.519426376,-0.503077865,-2.331287116,0.571773293,0.229931456,-1.290242763,-0.515418275,-0.37592719,-0.277244439,0.030245396,0.409208457,0.518374463,-0.292110187,0.090813946,0.031473463,12,0
37014,1.35602507,-0.669703438,1.381995019,-0.634991246,-1.656841522,-0.492911015,-1.239983043,-0.032426576,-0.365316342,0.546244644,-0.128984133,0.051882375,1.672270384,-0.879252356,1.175805798,1.644929607,-0.124521249,-0.791554917,0.095467258,0.17891282,0.448713593,1.324294634,-0.095936257,0.470997338,0.359011997,-0.046714471,0.066388868,0.035724144,9.99,0
37014,-0.540673036,-3.75140619,-0.960804031,0.17154635,-1.986255539,-0.563491488,0.895997777,-0.421291619,-0.804983837,0.237087602,-0.989208,-0.882655502,-0.76387396,0.600569057,1.157420906,-0.949693153,-0.049914437,1.1776845,-0.844752002,1.518434013,-0.013759026,-1.957548907,-0.732748617,0.047249834,-0.308616112,0.734561201,-0.261348158,0.18087025,1022.98,0
37014,-0.317616614,0.503599135,1.565868027,0.122654575,-0.060768775,0.011139397,0.293463339,0.210132724,-0.024846877,-0.452303848,0.319205415,0.300580897,-1.005893633,0.027520976,-1.171439573,-0.09269079,-0.230053164,0.308542058,0.74870937,-0.082812061,-0.011390322,0.075680234,-0.234896024,0.035733264,0.103059457,0.376727857,-0.00102614,0.003307973,10.18,0
37015,1.092791869,-0.980665058,0.871551658,-0.940521365,-0.647202766,1.641588175,-1.407249506,0.656955905,-0.722918456,0.564663114,2.388375813,0.587151351,0.455000052,-0.184408752,1.473583167,0.398791197,0.993007169,-2.33369202,-1.048818061,0.038659306,0.572569108,1.676084225,-0.015237065,-0.965825649,0.082389505,0.058272539,0.102035422,0.006214269,39,0
37016,-1.81133771,-1.784325997,-0.715802224,-0.054899333,-5.25368366,2.633103529,5.418613282,-0.916803951,-1.713533557,-0.472024305,-0.597269443,-1.243671092,-0.563219706,0.071297708,0.891152441,-2.02032945,0.816436101,0.751102726,0.244176414,-0.205473636,-0.428140323,-0.317342549,1.274850307,0.134332085,0.099048863,1.273436506,0.477727072,-0.254605969,1278,0
37017,-0.257885801,1.147107523,0.528345965,0.436368872,1.171719072,0.190073273,1.498565016,-0.657071145,0.452408355,2.07442638,1.949592978,0.185114095,-0.83427322,-0.183061351,0.702027259,-1.317420352,-0.243240421,-0.61986969,-0.121773773,0.61838443,-0.064505523,0.947629688,-0.043773208,-0.297689818,-0.857111401,-0.471107304,0.13114119,-0.495798647,6.99,0
37018,1.148446561,-0.180994552,1.223215209,0.806982175,-0.882092349,0.17232887,-0.698635047,0.204535493,0.903935702,-0.286632322,-0.489119075,0.608377207,0.183602187,-0.411798512,0.43413934,-0.136080206,0.09275146,-0.70343211,-0.396221899,-0.13200087,-0.065711395,0.058756123,0.062947337,0.121182695,0.189602219,0.346435931,0.035339792,0.023343299,3.95,0
37019,-3.624053394,-0.790503101,0.436466189,-1.319266673,-2.445317199,-0.005416326,-0.865606884,1.487967129,-0.78604201,-0.082816296,0.073072233,-0.39526068,-0.903079391,0.374741154,-0.672513315,2.21373733,0.243189315,-0.080714973,0.274707552,0.008654813,0.309317989,0.727804236,-0.510205923,0.057624319,0.626406483,-0.096049132,0.468425397,-0.413976365,226.5,0
37021,0.951150941,-0.468300917,0.624918536,0.029422599,-0.120091883,1.524133297,-0.809600419,0.695198842,0.353042754,-0.159714634,2.147253348,0.681077646,-1.059749639,0.588589318,1.847515121,-0.543296247,0.532747274,-1.334880914,-1.530989881,-0.19932842,0.25896386,0.774220089,0.07324256,-0.9793616,-0.093674684,0.752947766,0.026522961,-0.003728173,39.96,0
37022,-1.298608091,-0.694395214,2.243178894,-0.43008448,-1.354055455,1.124070407,-0.492423511,-0.495530254,-0.94132019,0.198943526,1.12694813,0.274992061,0.189410171,-0.748201913,-0.689581366,0.238498021,1.157200194,-1.198826329,2.027582382,0.034670927,0.856574959,0.29835936,-0.07068577,0.072865473,0.126029051,-0.033292331,0.347594752,-0.009860335,223.1,0
37022,1.108655859,-0.049087096,1.346863417,1.427105074,-0.980160149,-0.002871169,-0.682864275,0.225287018,0.79855714,-0.101210337,-0.319501108,0.147314289,-0.693111205,-0.073663546,0.886614526,-0.071708893,0.016719357,-0.269032255,-0.960907434,-0.231620048,0.161869031,0.651845467,-0.0062097,0.396689707,0.367032923,-0.229834246,0.08103069,0.033459629,1,0
37022,1.108963052,0.216705971,0.584521465,1.000840839,-0.247349925,-0.185355962,-0.064515008,0.081639359,-0.238523425,0.105073025,1.777127628,1.188649945,0.131482507,0.511797169,0.555672278,0.037143205,-0.396818962,-0.215005598,-0.522176359,-0.129266448,0.028624565,0.088854318,0.029074656,0.220435178,0.381998312,-0.466833696,0.036780063,0.01776968,15.11,0
37022,-3.721769291,0.270403551,-0.754620927,3.267372599,0.199676342,-0.709824385,1.163565727,-0.786209162,-0.271709298,2.850421164,-0.39908967,-0.395875251,0.335865774,-0.113513914,1.125183825,-0.337228548,-0.149934882,-0.314213094,1.005587556,-1.25362741,-0.168723446,0.74581724,0.284646024,0.455155699,-1.115806709,-0.187663939,-2.590817715,-0.612082174,6.83,0
37022,-0.376175266,0.49602748,2.235399608,0.498203911,-0.095716546,0.098779582,0.457554275,-0.026037574,-0.013494082,-0.347122696,-0.208907829,0.046225353,0.301991964,-0.303873922,1.422536924,0.097523954,-0.485058992,-0.120198169,-0.803289719,0.106397463,0.11242501,0.43462352,-0.01346063,0.05989098,-0.171955458,-0.48083218,-0.081208686,-0.176577725,49.4,0
37023,0.842108096,-0.233530771,0.098598914,1.129164088,-0.01408335,0.190195138,0.230495659,0.012163951,-0.410892375,0.084997698,1.363336667,1.320091563,0.923944197,0.392243206,0.435177692,0.129557019,-0.611008577,0.00848554,-0.48046703,0.253645999,0.241717342,0.402981852,-0.293644555,-0.258350253,0.582577956,-0.269656686,0.004108123,0.036843652,174.9,0
37023,-4.99149298,-11.17351071,-3.985901769,1.966512077,-3.656770654,0.966471303,3.991282578,-0.927257066,-0.980112765,-0.985785102,-1.010963206,-0.940804983,-0.110115998,0.699801823,0.580499834,0.920149122,0.781486987,-1.094885795,-0.327038898,6.757166131,2.13581243,-1.351141995,-3.145302496,-0.439512034,-0.435639528,-0.342746858,-0.627425871,0.570471172,3336,0
37023,-1.818781387,1.888458161,-1.384777511,-0.961101984,0.845271771,4.63172701,-3.180489823,-3.392734889,-0.968537079,-1.704920282,-0.725258962,0.590927632,-0.227861073,1.479709802,0.991153167,1.411161066,-0.469022885,0.62707215,-0.214818908,1.045839655,-2.462679051,0.504691192,0.590664342,0.960877435,-0.58028478,0.080452683,-0.374648688,-0.030249352,50.77,0
37023,-5.015104958,2.590274531,0.708731178,-2.307772305,-2.052093779,1.26759371,-3.035396376,-8.056163779,2.260080278,-0.53754046,-0.113694399,1.301685341,-0.227991166,0.202209417,1.657769397,0.166899971,0.386078366,0.354152619,-1.344379886,-2.13603702,8.520557576,-1.856543294,0.510679661,0.302431773,0.749472795,-0.559928455,1.063842533,0.247144458,113.75,0
37023,1.214728898,0.086991521,0.601296458,1.035017529,-0.504975822,-0.394333178,-0.26909797,-0.015547483,0.452465543,-0.006851752,-0.984861863,-0.314511488,-0.436289924,0.228458008,1.34910627,0.568616298,-0.734855732,0.44752294,-0.383409768,-0.123697848,0.100428619,0.286369977,-0.149172619,-0.128240953,0.572759973,-0.264499146,0.036430747,0.027268337,19.36,0
37024,1.357306689,-1.679937347,1.42019529,-0.928663411,-2.240515476,0.476027737,-1.883385329,0.200352899,-0.372413743,1.035429499,-1.768041563,-0.345012923,0.794622371,-1.64236723,-1.525239575,-0.812425751,0.946903611,0.103997902,0.396244777,-0.23040827,-0.219679485,0.10446554,-0.121089594,-0.0745768,0.430095967,-0.019598701,0.104419888,0.036733332,56,0
37025,1.183944723,0.217552912,-1.002964233,1.347180172,2.322291185,3.719666691,-0.391821012,0.855919128,-0.870407658,0.74485493,-0.339546892,-0.286714266,0.021187177,0.423870665,0.685923088,0.981633313,-1.124587823,0.252136749,-0.692761877,0.042486927,0.019969793,-0.185961577,-0.135362223,1.002371738,0.707534147,0.079780674,-0.015473932,0.020052045,37.88,0
37025,1.571688438,-0.861986333,-0.193841983,-1.32765727,-1.241761458,-1.384750719,-0.547048984,-0.342400337,-1.98823734,1.540185738,-0.705922497,-1.673347824,-1.013909823,0.243480081,0.426697517,-0.710322039,0.743081051,-0.08221157,-0.112142284,-0.444998078,-0.192413084,-0.204196936,-0.059670988,0.35255456,0.637611655,-0.077931068,-0.011008598,0.00255537,7.5,0
37026,1.00179637,-0.560686457,1.160241948,1.20612946,-0.797343191,1.154027048,-1.009729057,0.44841415,1.069499959,-0.045050929,-0.358329763,0.596435374,-0.088307938,-0.457384695,-0.422454331,0.812526035,-0.964875717,1.267670408,0.266941354,0.064311129,0.194891979,0.614446503,-0.334649478,-0.808907044,0.55019236,-0.126482088,0.074822586,0.034285091,90.08,0
37027,1.071339995,0.087064997,1.297783175,2.417787852,-0.484690597,1.009779922,-0.818592963,0.505725877,-0.065890102,0.716954836,0.566091257,0.08661395,-1.112322108,0.124869236,-0.157301846,0.838877636,-0.597941638,0.367377181,-1.001230859,-0.238308117,0.147608784,0.488969323,-0.05457553,-0.331321741,0.29504101,0.143624399,0.043601222,0.014530938,0.76,0
37027,1.177535932,-0.180911227,0.46723527,-0.041376817,-0.370506338,-0.060037001,-0.301913702,-0.031368037,0.282076348,-0.246357108,-0.341170491,0.746889201,1.543150248,-0.217666667,1.468915685,0.323548976,-0.429235395,-0.545866958,-0.374861545,0.097295377,0.110659339,0.360932263,-0.10757009,-0.336131346,0.261835625,1.124516316,-0.044412204,0.011852661,47.85,0
37029,-1.340542106,-0.204947079,0.857929784,-2.336346,1.252126122,-0.384140033,0.336970608,0.083344845,0.629261338,-1.352264059,-0.355260145,-0.111669462,-0.93828367,0.505093428,0.71201947,0.424587557,-1.289713506,1.226076295,1.000216513,-0.235753996,-0.10803931,-0.343309192,-0.654497128,-1.402468788,0.771950449,-0.736384941,0.050739802,-0.01956758,57.2,0
37029,0.958960503,-1.727921685,0.906513259,-0.439849464,-1.493036791,1.245451488,-1.459268388,0.531917798,0.488675213,0.392062832,-0.091008437,-0.390968913,-1.318229377,-0.723027712,-1.333634217,0.857347628,0.633380722,-0.905522208,1.159665379,0.303252732,0.202288733,0.419727394,-0.276124718,-0.782999267,0.340651011,-0.068150434,0.044204299,0.031535174,179,0
37029,-0.465572108,-0.85195408,1.769029754,-1.795930396,-0.7651223,0.397371372,-1.263124163,0.371337104,-2.158822421,1.437691134,0.433692072,-1.67987699,-1.238009414,-0.061357619,0.906699335,-0.311272973,0.541204342,1.0302654,0.610930278,-0.310791805,-0.00229031,0.252939978,-0.291988018,-0.706190211,0.157649549,0.084148939,-0.075177505,-0.0156335,6,0
37029,-0.506672483,-0.283408622,1.801184136,-1.616217875,-0.37302017,-0.071772101,0.412432803,-0.028716575,-1.056397418,0.129922841,1.246478405,-0.165395903,-0.771508253,-0.457062376,-1.521344759,0.516184148,0.453841381,-1.624590834,0.259445055,0.179649371,0.157380341,0.497045052,-0.013614697,0.21667458,-0.15209529,-0.455578874,-0.071280265,-0.10992302,69.55,0
37029,-3.014142284,-2.082325409,0.112484995,-2.444619058,1.459454289,2.026145673,0.829261385,0.24169027,-1.337730314,-0.091350971,0.521094242,0.268099807,0.686028169,-0.03826004,0.429991074,-1.216333626,-0.414324777,-0.240939286,-2.707976264,-1.219887453,-0.618459349,-0.821883396,-0.247918468,-2.704671758,0.305059052,0.644525181,-0.362166546,0.687891107,350.79,0
37029,0.894463996,-1.578929064,0.560960299,-0.402999257,-1.178429803,0.715541678,-0.834928976,0.130701201,0.029008174,0.20172628,-1.184395434,0.041861882,1.084309024,-1.055206043,-0.432093251,0.681322217,0.623290042,-1.776146384,0.789295816,0.586895948,0.129955206,0.088792025,-0.289348824,-0.701074012,0.363431303,-0.190791005,0.029831408,0.056900337,249.55,0
37029,-1.381991657,-1.831493911,0.713821727,-1.150186188,-1.102314433,-0.655324772,1.9738319,-0.488025424,-1.15820266,-0.223169826,-1.039231588,-0.938684836,-0.780661437,-0.116360238,-0.567795336,-1.510507688,-0.071324153,0.943417069,-1.284131381,0.680366172,-0.119106308,-0.723866722,1.029609349,0.343103395,0.38313162,0.892603168,-0.439887977,-0.191183679,491.58,0
37030,-10.62718432,-9.521788083,-1.192817726,1.028496051,-0.888825095,0.587526579,1.107328629,-1.383871105,1.480238489,1.90053449,1.882489027,0.239121318,0.232515157,-1.754085913,0.003931112,1.668974851,0.225539742,-2.515896097,0.574330421,-5.545348122,-1.834703585,0.117049568,-4.120842783,0.286028991,-0.237910314,-0.468960542,-1.859884625,3.664948606,669.4,0
37030,0.981184661,-0.830211036,0.381679384,0.91961572,-1.065810095,-0.302316146,-0.252099737,-0.004596908,-0.578835566,0.661413401,-0.721975469,-0.431861383,-1.334057471,0.255134224,-0.091922037,-2.235666796,0.725900782,0.467364718,-1.286487017,-0.415154187,-0.374413495,-0.764035931,-0.045510325,0.344656432,0.408393149,-0.341386009,0.030262269,0.045361098,148.78,0
37030,1.271214866,-0.237965551,0.007132308,-1.341525463,-0.688040319,-1.489991213,0.123938452,-0.379149007,1.041598818,-1.019746492,0.028820532,0.992943046,0.841576899,0.192625101,1.574967403,-0.558444568,-0.180916459,-0.187810954,0.644083452,0.036481853,0.088444548,0.356537512,-0.162185746,0.486848163,0.654687665,0.124880687,-0.009656431,0.016843628,37.27,0
37031,-1.010651383,-0.600538351,0.749793814,-0.924396891,-5.54265879,2.618546854,3.755208641,-0.630744257,-0.780486508,-0.47085504,-0.115772876,-1.135379372,-0.136789296,-0.890085242,0.598977206,1.134765497,0.559500039,-1.323708462,0.08429757,-0.406693446,0.204515481,1.349081326,0.050997359,0.500802493,-0.080203763,-0.070383623,0.461707172,-0.256275772,981,0
37031,1.183528555,-0.967772095,0.223502898,-0.540970531,-0.992525594,-0.119056266,-0.65825814,0.155039631,-0.518527361,0.653629379,1.007687529,-0.52603332,-1.847177629,0.181039373,-0.81409619,0.465601611,0.84999524,-1.477325492,0.858071323,0.048259435,0.153296809,0.307005862,-0.127061158,0.016463535,0.499098307,-0.134619613,-0.00591855,0.003046608,78.93,0
37031,-1.808628719,1.097564861,0.692100305,0.053701755,-0.490365454,0.559725571,-0.220492739,1.295181369,-0.363769781,-0.549149689,0.925784373,0.931251368,-0.865773296,0.786919948,-0.575960674,-0.529207742,0.736924475,-0.781239666,-0.09193174,-0.043413033,-0.023143024,-0.062083467,0.007751948,-0.268080142,-0.124122483,0.289282469,0.224444449,0.040465377,55.42,0
37031,-1.808628719,1.097564861,0.692100305,0.053701755,-0.490365454,0.559725571,-0.220492739,1.295181369,-0.363769781,-0.549149689,0.925784373,0.931251368,-0.865773296,0.786919948,-0.575960674,-0.529207742,0.736924475,-0.781239666,-0.09193174,-0.043413033,-0.023143024,-0.062083467,0.007751948,-0.268080142,-0.124122483,0.289282469,0.224444449,0.040465377,55.42,0
37031,-1.764536705,1.167008935,0.661267114,0.036639856,-0.647161092,0.666343668,-0.074202419,1.26557745,-0.372426951,-0.56697187,0.931340767,0.916663421,-0.865156557,0.776630054,-0.574194168,-0.516834722,0.729756038,-0.784024877,-0.08895653,-0.100456496,-0.043891592,-0.049454428,0.020311823,-0.265844365,-0.118492927,0.293851257,0.264847872,0.023391121,90.61,0
37031,-1.764536705,1.167008935,0.661267114,0.036639856,-0.647161092,0.666343668,-0.074202419,1.26557745,-0.372426951,-0.56697187,0.931340767,0.916663421,-0.865156557,0.776630054,-0.574194168,-0.516834722,0.729756038,-0.784024877,-0.08895653,-0.100456496,-0.043891592,-0.049454428,0.020311823,-0.265844365,-0.118492927,0.293851257,0.264847872,0.023391121,90.61,0
37031,-0.47208054,-2.945534372,-1.079108324,0.777991205,-1.153927978,-0.289611205,1.226471129,-0.301707159,0.030259325,-0.414015539,0.768557102,0.457831956,-0.796801281,0.711572471,-0.366634206,0.157347309,-0.242061,0.137669343,0.429809274,1.718081178,0.481271074,-0.603699807,-0.92788116,0.125514807,0.199840516,0.999313009,-0.275063613,0.135465896,910.72,0
37032,-0.676419345,-0.250761119,1.987913497,0.465544246,-1.607316681,1.195248265,0.060684479,0.282230467,-1.078385435,0.625692573,0.770059735,-0.080472533,-0.596731642,-0.070408306,0.471530677,-1.733717104,0.259707683,2.029958225,-0.141599067,-0.447221332,-0.059610816,0.461793948,0.032259644,-0.014874744,-0.536766676,-0.177094418,0.224879508,0.088471346,211.15,0
37032,-3.039268274,-2.321322442,2.032954923,-1.016215047,-0.363196599,-0.599433639,0.134080455,0.096231151,1.898039741,-1.567992416,0.586804539,0.787155021,-1.542309204,-0.476692382,-1.252741272,-0.626911356,-0.035001239,0.631730074,0.854177693,-0.903476375,-0.132909218,0.760712855,0.662456704,0.577794999,1.007796549,-0.53989733,0.223739993,0.047703004,216,0
37032,-0.685394401,0.548086109,2.141006078,-0.013915803,0.269459428,0.269555988,0.695780939,0.072949594,-0.288855145,-0.411463394,1.057837925,0.331171216,-1.099868425,0.022826223,-0.679248221,-0.557088113,0.069402123,-0.398693162,0.409842904,0.028673552,-0.146379826,-0.21264148,-0.247794821,0.023036364,0.215705242,0.288423931,-0.1471334,-0.175400301,21.5,0
37032,1.406578235,-0.458530226,0.069171883,-0.578394677,-1.028834978,-1.319581626,-0.246830143,-0.2036582,-0.777276971,0.73871505,-0.769168402,-1.232946671,-1.947388638,0.722574406,0.948056773,-1.279613222,0.181698389,0.613476318,-0.464665316,-0.621217559,-0.831270772,-2.093626444,0.316146162,0.295128256,-0.086623386,0.631393209,-0.090228619,0.003974693,9.49,0
37032,1.114833679,0.011500157,-0.535680736,1.546180628,2.026440196,4.152236824,-0.662819409,1.027998298,-0.346590083,0.546460757,-0.640828899,0.033381382,-0.117100656,-0.010185762,-0.363400646,0.71169247,-0.775404454,-0.239094212,-0.221315883,0.044212191,-0.388373062,-1.275871421,0.080705167,0.95775819,0.393667526,-0.264207095,0.010700074,0.031977888,48.28,0
37032,1.126652141,0.126744448,0.378461598,1.411273937,-0.189141624,-0.179056911,0.076943386,-0.005749266,0.327120534,-0.126367968,-0.579595287,0.395033731,-0.382198184,0.120876915,-0.063554798,-0.708607871,0.278727344,-0.942945062,-0.372261287,-0.166563766,-0.092843431,-0.087606402,-0.076207471,0.088903798,0.64739753,-0.314051017,0.03450305,0.018913484,28.03,0
37033,1.257958118,0.370784401,0.311000274,0.691035085,-0.354114943,-1.069142131,0.098617869,-0.21445129,0.003786714,-0.287883252,-0.033528934,0.336125595,0.415871303,-0.325512305,1.07297336,0.469449896,-0.016091559,-0.32274127,-0.199506989,-0.070201313,-0.28588938,-0.813894179,0.127794929,0.350534643,0.222796872,0.093850652,-0.021679313,0.031094494,0.99,0
37033,1.28731527,-0.8828207,0.617191038,-0.896116029,-1.088368989,0.084700085,-1.059802487,0.108169751,-0.639439616,0.747463409,0.678594588,-0.101473586,0.597293611,-0.332210415,0.456689967,1.912738085,-0.505394435,-0.104999096,0.805291691,0.249827932,0.41351259,1.00792118,-0.266645668,-0.445183209,0.494911645,-0.021660516,0.024089183,0.016954118,64.99,0
37033,1.206164209,-0.385629655,1.052957647,-0.032174108,-1.017838902,0.044976681,-0.817078892,0.220564839,0.876736102,-0.213064335,0.734875302,0.96100236,-0.101505707,-0.245097619,-0.365417176,0.459892825,-0.436617938,0.22837989,0.647687521,-0.06057879,-0.09251539,-0.104074407,0.013568154,0.087771974,0.122853063,0.993725738,-0.038415875,0.001839422,4,0
